Name,Number,Address,Dissolved On,Company Type,Incorporated On,Nature of Business
"SHINDEF ELECTRONIC TECHNOLOGY CO., LTD",09044030,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,16 May 2014,99999 - Dormant Company
"SHAMY INT'L TRADE CO., LTD",08455328,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,3 November 2015,Private limited Company,21 March 2013,99999 - Dormant Company
"ALPHA CHEMITECH CO., LTD",09026194,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,6 May 2014,99999 - Dormant Company
"ZHEJIANG LIANJI TEXTILE CO., LTD.",09028673,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,7 May 2014,99999 - Dormant Company
ATG WORLD TRADING DMCC LTD,08968633,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,31 March 2014,99999 - Dormant Company
FISHERMAN FISHERIES LTD,08968324,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,31 March 2014,99999 - Dormant Company
SMILE OCEAN LIMITED,08985449,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,20 September 2016,Private limited Company,8 April 2014,99999 - Dormant Company
LEBESS HOLDING LTD,09036230,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,13 May 2014,99999 - Dormant Company
RAINBOW BRIDGE CHINA LIMITED,05831686,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,30 May 2006,99999 - Dormant Company
METAQUOTES SOFTWARE LIMITED,09031072,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,22 December 2015,Private limited Company,8 May 2014,99999 - Dormant Company
"JOIN LOGISTICS CO., LTD",09039977,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,14 May 2014,99999 - Dormant Company
SUNORA HOLDINGS LTD,08976396,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,3 April 2014,99999 - Dormant Company
TIARA SOURCE LTD,09052977,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,22 May 2014,99999 - Dormant Company
"UK WEARING SIFONE UNDERWEAR GROUP CO., LTD",09050303,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,21 May 2014,99999 - Dormant Company
CREDIT STEEL TUBE CORPERATION LIMITED,06221801,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,23 April 2007,99999 - Dormant Company
NEW EPICA INTERNATIONAL LIMITED,08102781,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,12 June 2012,99999 - Dormant Company
TENGDA INTERNATIONAL TRADE LTD,09045725,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,19 May 2014,99999 - Dormant Company
"HANGZHOU DAXIANG CHEMICAL TECHNIC CO., LTD",08526857,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,17 May 2016,Private limited Company,13 May 2013,99999 - Dormant Company
"BIT TECHNOLOGY GROUP CO., LTD",09038141,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,13 May 2014,99999 - Dormant Company
GLOBAL TECHNICAL CERAMICS LIMITED,08991005,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,10 April 2014,99999 - Dormant Company
S & GT INTERNATIONAL LIMITED,07201171,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 March 2010,99999 - Dormant Company
LAB TECH SCIENCE LTD,09051050,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,1 November 2016,Private limited Company,21 May 2014,99999 - Dormant Company
"EVERWIN OCEAN SHIPPING CO., LTD",09052930,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,1 November 2016,Private limited Company,22 May 2014,99999 - Dormant Company
SANDISLAND LTD,09054869,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,23 May 2014,99999 - Dormant Company
U-FIT INTERNATIONAL INDUSTRIAL LTD,07643574,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,23 May 2011,99999 - Dormant Company
"JIELI FILTER AUTOMOTIVE CO., LTD",08587937,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 June 2013,99999 - Dormant Company
"NET TECH NETWORK & TECHNOLOGY CO., LTD",09005614,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,22 April 2014,99999 - Dormant Company
NATURE MELODY INTERNATIONAL LIMITED,08538796,"8 Standard Road, London, NW10 6EU",Active,Private limited Company,21 May 2013,99999 - Dormant Company
TOP METAL LIMITED,09012116,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,25 April 2014,99999 - Dormant Company
"TOP FERT CO., LTD.",09017579,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,29 April 2014,99999 - Dormant Company
"HUANAN SPECIAL STEEL CO., LTD",09019404,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,30 April 2014,99999 - Dormant Company
"NUTRA GREEN BIOTECHNOLOGY CO., LTD",07646797,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,25 May 2011,99999 - Dormant Company
"CHANG TAI TECHNOLOGY CO., LTD",09062135,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,8 November 2016,Private limited Company,29 May 2014,99999 - Dormant Company
NEW LIFE INDUSTRIAL LIMITED,09026278,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,6 May 2014,99999 - Dormant Company
SHANGHAI EVERTOP GROUP LIMITED,09056957,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,27 May 2014,99999 - Dormant Company
"EVERBRIGHTASIA ENTERPRISE DEVELOPMENT CO., LTD.",09057079,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,1 November 2016,Private limited Company,27 May 2014,99999 - Dormant Company
ORIENT SUCCESS INT'L INDUSTRIAL LTD,08486111,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,24 November 2015,Private limited Company,12 April 2013,99999 - Dormant Company
NORBRIGHT INVESTMENT COMPANY LIMITED,05158898,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,21 June 2004,99999 - Dormant Company
"ISMAEEL AL-JOMAN & BROTHERS TRADING CO., LTD",09064204,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,15 November 2016,Private limited Company,30 May 2014,99999 - Dormant Company
VEETOP LIMITED,08578528,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,26 May 2015,Private limited Company,20 June 2013,99999 - Dormant Company
"NINGBO HELLA INDUSTRY & TRADE CO., LIMITED",09044016,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,16 May 2014,99999 - Dormant Company
GOLDEN SUN INDUSTRIAL LTD.,09050544,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,21 May 2014,99999 - Dormant Company
"ZHENGZHOU JIANMEI ABRASIVE CO., LTD.",09057820,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,27 May 2014,99999 - Dormant Company
BICIMEX LIMITED,09050983,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,21 May 2014,99999 - Dormant Company
EVERGREEN BIOSCIENCE LTD,08561369,"Chase Business Centre, 39/41 Chase Side, London, N14 5BP",Active,Private limited Company,7 June 2013,99999 - Dormant Company
SINO SMART GROUP LTD,09068775,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,3 June 2014,99999 - Dormant Company
"Q&J INDUSTRIAL GROUP CO., LIMITED",06603359,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,27 May 2008,99999 - Dormant Company
"MINGREN INTERNATIONAL CO., LIMITED",06253131,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,1 November 2016,Private limited Company,21 May 2007,99999 - Dormant Company
HUAICHI INT'L TECHNOLOGY LTD,09058046,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,27 May 2014,99999 - Dormant Company
HONGCAI GREEN PACK INTERNATIONAL LTD,09057864,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,27 May 2014,99999 - Dormant Company
"ESD TRADING CO., LTD",08636043,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,2 August 2013,99999 - Dormant Company
GUANGZHOU CX INDUSTRIAL LTD,08532459,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,16 May 2013,99999 - Dormant Company
CHENGDU JIASHUN IMPORT AND EXPORT LTD,09077713,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,22 November 2016,Private limited Company,9 June 2014,99999 - Dormant Company
"EXPERT ADVISOR TECH., CO., LIMITED",07963533,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,24 February 2012,99999 - Dormant Company
"WENZHOU ETERNAL HARDWARE CO., LTD",09083598,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,12 June 2014,99999 - Dormant Company
"XIAMEN ALFA INDUSTRIAL CO., LIMITED",09098178,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,29 November 2016,Private limited Company,23 June 2014,99999 - Dormant Company
BRIGHTUM COMPANY LIMITED,09100981,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,24 June 2014,99999 - Dormant Company
"COLOUR FOR PEOPLE CO., LTD",09099922,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 June 2014,99999 - Dormant Company
"ULTRAWIK (UK) CO., LTD",06635401,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,2 July 2008,99999 - Dormant Company
"BOGONG MACHINERY PARTS CO., LTD",09054990,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,23 May 2014,99999 - Dormant Company
"G-MARK TECHNOLOGY CO., LTD.",09108179,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,30 June 2014,99999 - Dormant Company
"NICEESHOP CO., LTD",09110928,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,1 July 2014,99999 - Dormant Company
LOYAL WORD LTD,09108835,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,6 December 2016,Private limited Company,30 June 2014,99999 - Dormant Company
"BEST SOLUTION POWER CHINA CO., LTD",09055223,"23 Lakeswood Road, Petts Wood, London, BR5 1BJ",Dissolved,8 November 2016,Private limited Company,23 May 2014,99999 - Dormant Company
"ZHEJIANG BOLIFE COOKWARE CO., LTD",09060210,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,28 May 2014,99999 - Dormant Company
DPB LUGGAGE LTD,08611787,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 July 2013,99999 - Dormant Company
"DURA INDUSTRIAL CO., LTD",09112955,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,2 July 2014,99999 - Dormant Company
LITTOR INTERNATIONAL LIMITED,09072063,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,5 June 2014,99999 - Dormant Company
"JUNYI IMP.&EXP.TRADE CO., LTD.",09064135,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,30 May 2014,99999 - Dormant Company
"SHANDONG JIYU BUILDING MATERIALS CO., LTD",09053171,"Rm 101, Maple House 118 High Street, Purley, London, CR8 2AD",Active,Private limited Company,22 May 2014,99999 - Dormant Company
PERFECT BATHROOM LIMITED,09060086,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,23 August 2016,Private limited Company,28 May 2014,99999 - Dormant Company
"EZ-TECH (UK) INTERNATIONAL CO., LTD.",09075734,"Suite 108 Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,6 June 2014,99999 - Dormant Company
TOP ASIA CORPORATION LTD,08090661,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,5 January 2016,Private limited Company,31 May 2012,99999 - Dormant Company
"JACK IMP&EXP CO., LTD",09114767,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,3 July 2014,99999 - Dormant Company
"SUPERIOR INTERNATIONAL TRADING CO., LTD",09060602,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,28 May 2014,99999 - Dormant Company
"CHANGZHOU REAL INDUSTRY & TECHNOLOGY CO., LTD",09060627,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,28 May 2014,99999 - Dormant Company
UWIN HARDWARE LIMITED,09060677,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,28 May 2014,99999 - Dormant Company
CAEE INTERNATIONAL LIMITED,07672875,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 June 2011,99999 - Dormant Company
"LULUTONG ELECTRONIC CIRCUIT CO., LTD",09057922,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,27 May 2014,99999 - Dormant Company
"WHIMSTAR CO., LIMITED",07635849,"Chase Business Centre, 39/41 Chase Side, London, N14 5BP",Active,Private limited Company,16 May 2011,99999 - Dormant Company
"YAOAN INTELLIGENT TECHNOLOGY CO., LTD",09062697,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,29 May 2014,99999 - Dormant Company
"GIANT EAGLE CO., LTD",09064059,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,30 May 2014,99999 - Dormant Company
"P&I TECHNOLOGY CO., LTD",09060091,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,27 September 2016,Private limited Company,28 May 2014,99999 - Dormant Company
UK ANDYLLA BIO-TECH LIMITED,09119266,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,7 July 2014,99999 - Dormant Company
ABC 123 EN LIMITED,09064161,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,30 May 2014,99999 - Dormant Company
INTIME FURNITURE SOLUTION LTD,09064183,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,30 May 2014,99999 - Dormant Company
"SMART CAPITAL INVESTMENT CO., LTD",09064170,"6 Prospect Way, Royal Oak Industrial Estate, Daventry, Northamptonshire, NN11 8PL",Active,Private limited Company,30 May 2014,74990 - Non-trading company
CHENGTIAN TRADING LTD,09064904,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,2 June 2014,99999 - Dormant Company
FASTNET TECHNOLOGY LTD,09069671,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,4 June 2014,99999 - Dormant Company
FAMILY YARNS LIMITED,09070946,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,4 June 2014,99999 - Dormant Company
DO-TRAVEL INTERNATIONAL CORPORATION LTD,09070058,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,4 June 2014,99999 - Dormant Company
"RC OMG CO., LTD",08522689,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,9 May 2013,99999 - Dormant Company
TIMAC AGRO (UK) LIMITED,09075032,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,23 August 2016,Private limited Company,6 June 2014,99999 - Dormant Company
"PG TRADING (CHINA) CO., LIMITED",06994361,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,19 August 2009,99999 - Dormant Company
EVER GLORY INDUSTRIAL LTD,09079439,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,10 June 2014,99999 - Dormant Company
"SYMBOL INDUSTRY MANUFACTURE GROUP CO., LIMITED",09081411,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,11 June 2014,99999 - Dormant Company
"WA-BETSY INDUSTRIAL CO., LIMITED",07696592,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,7 July 2011,99999 - Dormant Company
U.K. TEDDY BEAR CLUB LIMITED,09085620,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,13 June 2014,99999 - Dormant Company
"PROFIRST INDUSTRIAL CO., LTD",09084189,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,12 June 2014,99999 - Dormant Company
